148.rf.e393b6098333688e610532b047868a54.jpg,200,170,286,235,placa

65.rf.a794a46e62b96a943db5167814d02405.jpg,183,184,271,251,placa
IMG_20210811_054847_jpg.rf.f58fad3a1e062c6dcd6db188765159d0.jpg,74,275,167,342,placa
36_jpg.rf.6d6ce8476742fc6ea92a0a864eae9765.jpg,198,199,274,247,placa
56.rf.4dd707c31dd6241744bed945bbe7a0d7.jpg,137,219,256,297,placa
91_jpg.rf.21b6cc8287406d77239087c5e1f3934e.jpg,147,197,250,282,placa
IMG_20210811_061445_jpg.rf.d0fd194a7a748e5633a088567dc18d73.jpg,80,164,205,259,placa
136.rf.4d1cab4f73bb0a9aa784883d3e1d8ec4.jpg,160,168,293,263,placa



104_jpg.rf.b354eb1284db5ca259f1ed4f397ad656.jpg,186,196,261,249,placa

112_jpg.rf.e162ec88b9204dcdc19283173de19886.jpg,167,190,232,233,placa
119_jpg.rf.f3ef4fe252f8c68f0448bc7555cb7647.jpg,190,200,246,247,placa
135_jpg.rf.2be20384bd5688539b8e4f8d3938014e.jpg,163,196,266,262,placa
131_jpg.rf.3ac3ee9f5ddc720eb1edd8b1af3b7f73.jpg,186,194,280,262,placa
IMG_20210811_055212_jpg.rf.d4b66f3690d2399bb7f537f2b3b2ff40.jpg,121,215,249,296,placa
19_jpg.rf.38e64bf4983016b1b4b157d122d67b3a.jpg,100,205,262,331,placa
IMG_20210811_060734_jpg.rf.d44ea8fccb2b52f60b43e4e3de466545.jpg,168,168,252,233,placa
61.rf.b8a25b35d0972ba9f8393a4b2091fed5.jpg,157,169,246,232,placa
62.rf.e85800e8b730598785f7d92eebc7012d.jpg,186,199,278,256,placa
IMG_20210811_061812_jpg.rf.be9a9bd47675058b47faeaf99ef84903.jpg,148,167,230,220,placa
180.rf.dac2dbaa8ea56e6f312ea6210c63a02b.jpg,128,192,244,283,placa
100.rf.26f10d8de867adb085e8334a47dcecd9.jpg,147,189,234,250,placa

IMG_20210811_055743_jpg.rf.c1b6705cdc1e12562b602faa7a32a431.jpg,170,254,251,322,placa
121.rf.3a08b362e346adf93a11c4d9785ac581.jpg,199,163,269,209,placa
5.rf.38258de1671dffd97b4f087437f3777b.jpg,129,101,230,193,placa
IMG_20210811_055009_jpg.rf.307347d1be9eb7719d2291b7355d0603.jpg,208,256,268,301,placa
